humidity,temperature,distance,sound_pressure_level
29,9,2000,65.402
29,9,2500,62.496
30,9,500,82.104
30,9,1000,74.018
30,9,1500,69.115
30,9,2000,65.493
30,9,2500,62.590
31,9,500,82.144
31,9,1000,74.085
31,9,1500,69.194
31,9,2000,65.578
31,9,2500,62.677
32,9,500,82.181
32,9,1000,74.147
32,9,1500,69.268
32,9,2000,65.658
32,9,2500,62.759
33,9,500,82.217
33,9,1000,74.206
33,9,1500,69.338
33,9,2000,65.732
33,9,2500,62.835
34,9,500,82.251
34,9,1000,74.261
34,9,1500,69.403
34,9,2000,65.802
34,9,2500,62.906
35,9,500,82.282
35,9,1000,74.314
35,9,1500,69.464
35,9,2000,65.868
35,9,2500,62.973
36,9,500,82.313
36,9,1000,74.363
36,9,1500,69.521
36,9,2000,65.929
36,9,2500,63.036
37,9,500,82.341
37,9,1000,74.409
37,9,1500,69.575
37,9,2000,65.987
37,9,2500,63.095
38,9,500,82.368
38,9,1000,74.453
38,9,1500,69.626
38,9,2000,66.041
38,9,2500,63.150
39,9,500,82.394
39,9,1000,74.494
39,9,1500,69.673
39,9,2000,66.092
39,9,2500,63.202
40,9,500,82.419
40,9,1000,74.534
40,9,1500,69.718
40,9,2000,66.140
40,9,2500,63.250
41,9,500,82.442
41,9,1000,74.571
41,9,1500,69.760
41,9,2000,66.185
41,9,2500,63.296
42,9,500,82.465
42,9,1000,74.606
42,9,1500,69.800
42,9,2000,66.228
42,9,2500,63.339
43,9,500,82.486
43,9,1000,74.640
43,9,1500,69.838
43,9,2000,66.268
43,9,2500,63.379
44,9,500,82.506
44,9,1000,74.672
44,9,1500,69.874
44,9,2000,66.305
44,9,2500,63.417
45,9,500,82.526
45,9,1000,74.702
45,9,1500,69.907
45,9,2000,66.341
45,9,2500,63.453
46,9,500,82.544
46,9,1000,74.731
46,9,1500,69.939
46,9,2000,66.374
46,9,2500,63.487
47,9,500,82.562
47,9,1000,74.759
47,9,1500,69.969
47,9,2000,66.405
47,9,2500,63.518
48,9,500,82.579
48,9,1000,74.785
48,9,1500,69.998
48,9,2000,66.435
48,9,2500,63.548
49,9,500,82.596
49,9,1000,74.810
49,9,1500,70.025
49,9,2000,66.463
49,9,2500,63.576
50,9,500,82.611
50,9,1000,74.834
50,9,1500,70.051
50,9,2000,66.489
50,9,2500,63.602
51,9,500,82.626
51,9,1000,74.856
51,9,1500,70.075
51,9,2000,66.514
51,9,2500,63.627
52,9,500,82.641
52,9,1000,74.878
52,9,1500,70.098
52,9,2000,66.538
52,9,2500,63.650
53,9,500,82.655
53,9,1000,74.899
53,9,1500,70.120
53,9,2000,66.560
53,9,2500,63.672
54,9,500,82.668
54,9,1000,74.919
54,9,1500,70.141
54,9,2000,66.581
54,9,2500,63.693
55,9,500,82.681
55,9,1000,74.938
55,9,1500,70.161
55,9,2000,66.601
55,9,2500,63.712
56,9,500,82.693
56,9,1000,74.956
56,9,1500,70.180
56,9,2000,66.619
56,9,2500,63.730
57,9,500,82.705
57,9,1000,74.973
57,9,1500,70.198
57,9,2000,66.637
57,9,2500,63.747
58,9,500,82.716
58,9,1000,74.990
58,9,1500,70.215
58,9,2000,66.654
58,9,2500,63.763
59,9,500,82.727
59,9,1000,75.006
59,9,1500,70.231
59,9,2000,66.669
59,9,2500,63.778
60,9,500,82.738
60,9,1000,75.021
60,9,1500,70.247
60,9,2000,66.684
60,9,2500,63.793
61,9,500,82.748
61,9,1000,75.036
61,9,1500,70.262
61,9,2000,66.698
61,9,2500,63.806
62,9,500,82.758
62,9,1000,75.050
62,9,1500,70.276
62,9,2000,66.712
62,9,2500,63.818
63,9,500,82.767
63,9,1000,75.063
63,9,1500,70.289
63,9,2000,66.724
63,9,2500,63.830
64,9,500,82.776
64,9,1000,75.076
64,9,1500,70.302
64,9,2000,66.736
64,9,2500,63.841
65,9,500,82.785
65,9,1000,75.088
65,9,1500,70.314
65,9,2000,66.747
65,9,2500,63.851
66,9,500,82.793
66,9,1000,75.100
66,9,1500,70.326
66,9,2000,66.758
66,9,2500,63.861
67,9,500,82.802
67,9,1000,75.111
67,9,1500,70.337
67,9,2000,66.768
67,9,2500,63.870
68,9,500,82.810
68,9,1000,75.122
68,9,1500,70.347
68,9,2000,66.778
68,9,2500,63.879
69,9,500,82.817
69,9,1000,75.132
69,9,1500,70.357
69,9,2000,66.787
69,9,2500,63.887
70,9,500,82.825
70,9,1000,75.142
70,9,1500,70.367
70,9,2000,66.795
70,9,2500,63.894
71,9,500,82.832
71,9,1000,75.152
71,9,1500,70.376
71,9,2000,66.803
71,9,2500,63.901
72,9,500,82.839
72,9,1000,75.161
72,9,1500,70.385
72,9,2000,66.811
72,9,2500,63.908
73,9,500,82.846
73,9,1000,75.170
73,9,1500,70.393
73,9,2000,66.818
73,9,2500,63.914
74,9,500,82.852
74,9,1000,75.178
74,9,1500,70.401
74,9,2000,66.825
74,9,2500,63.920
75,9,500,82.858
75,9,1000,75.186
75,9,1500,70.409
75,9,2000,66.831
75,9,2500,63.925
76,9,500,82.864
76,9,1000,75.194
76,9,1500,70.416
76,9,2000,66.837
76,9,2500,63.930
77,9,500,82.870
77,9,1000,75.202
77,9,1500,70.423
77,9,2000,66.843
77,9,2500,63.935
78,9,500,82.876
78,9,1000,75.209
78,9,1500,70.429
78,9,2000,66.848
78,9,2500,63.940
79,9,500,82.881
79,9,1000,75.216
79,9,1500,70.436
79,9,2000,66.854
79,9,2500,63.944
80,9,500,82.887
80,9,1000,75.222
80,9,1500,70.442
80,9,2000,66.858
80,9,2500,63.948
81,9,500,82.892
81,9,1000,75.229
81,9,1500,70.447
81,9,2000,66.863
81,9,2500,63.951
82,9,500,82.897
82,9,1000,75.235
82,9,1500,70.453
82,9,2000,66.867
82,9,2500,63.955
83,9,500,82.902
83,9,1000,75.241
83,9,1500,70.458
83,9,2000,66.871
83,9,2500,63.958
84,9,500,82.907
84,9,1000,75.246
84,9,1500,70.463
84,9,2000,66.875
84,9,2500,63.961
85,9,500,82.911
85,9,1000,75.252
85,9,1500,70.468
85,9,2000,66.879
85,9,2500,63.963
86,9,500,82.916
86,9,1000,75.257
86,9,1500,70.472
86,9,2000,66.882
86,9,2500,63.966
87,9,500,82.920
87,9,1000,75.262
87,9,1500,70.476
87,9,2000,66.886
87,9,2500,63.968
88,9,500,82.924
88,9,1000,75.267
88,9,1500,70.481
88,9,2000,66.889
88,9,2500,63.970
89,9,500,82.928
89,9,1000,75.272
89,9,1500,70.484
89,9,2000,66.891
89,9,2500,63.972
20,10,500,81.609
20,10,1000,73.148
20,10,1500,68.073
20,10,2000,64.360
20,10,2500,61.389
21,10,500,81.682
21,10,1000,73.281
21,10,1500,68.230
21,10,2000,64.532
21,10,2500,61.573
22,10,500,81.751
22,10,1000,73.403
22,10,1500,68.375
22,10,2000,64.689
22,10,2500,61.740
23,10,500,81.815
23,10,1000,73.516
23,10,1500,68.508
23,10,2000,64.833
23,10,2500,61.892
24,10,500,81.874
24,10,1000,73.620
24,10,1500,68.632
24,10,2000,64.966
24,10,2500,62.032
25,10,500,81.930
25,10,1000,73.716
25,10,1500,68.746
25,10,2000,65.088
25,10,2500,62.160
26,10,500,81.982
26,10,1000,73.805
26,10,1500,68.852
26,10,2000,65.201
26,10,2500,62.277
27,10,500,82.031
27,10,1000,73.888
27,10,1500,68.950
27,10,2000,65.306
27,10,2500,62.386
28,10,500,82.077
28,10,1000,73.965
28,10,1500,69.042
28,10,2000,65.404
28,10,2500,62.486
29,10,500,82.120
29,10,1000,74.037
29,10,1500,69.127
29,10,2000,65.495
29,10,2500,62.580
30,10,500,82.160
30,10,1000,74.104
30,10,1500,69.206
30,10,2000,65.579
30,10,2500,62.666
31,10,500,82.199
31,10,1000,74.166
31,10,1500,69.279
31,10,2000,65.658
31,10,2500,62.746
32,10,500,82.234
32,10,1000,74.225
32,10,1500,69.348
32,10,2000,65.732
32,10,2500,62.821
33,10,500,82.268
33,10,1000,74.280
33,10,1500,69.412
33,10,2000,65.801
33,10,2500,62.891
34,10,500,82.300
34,10,1000,74.331
34,10,1500,69.472
34,10,2000,65.865
34,10,2500,62.956
35,10,500,82.331
35,10,1000,74.380
35,10,1500,69.529
35,10,2000,65.925
35,10,2500,63.017
36,10,500,82.359
36,10,1000,74.426
36,10,1500,69.581
36,10,2000,65.981
36,10,2500,63.074
37,10,500,82.386
37,10,1000,74.469
37,10,1500,69.631
37,10,2000,66.033
37,10,2500,63.127
38,10,500,82.412
38,10,1000,74.509
38,10,1500,69.677
38,10,2000,66.082
38,10,2500,63.176
39,10,500,82.437
39,10,1000,74.548
39,10,1500,69.720
39,10,2000,66.128
39,10,2500,63.223
40,10,500,82.460
40,10,1000,74.584
40,10,1500,69.761
40,10,2000,66.171
40,10,2500,63.266
41,10,500,82.482
41,10,1000,74.619
41,10,1500,69.799
41,10,2000,66.212
41,10,2500,63.307
42,10,500,82.503
42,10,1000,74.651
42,10,1500,69.835
42,10,2000,66.249
42,10,2500,63.345
43,10,500,82.523
43,10,1000,74.682
43,10,1500,69.869
43,10,2000,66.285
43,10,2500,63.380
44,10,500,82.542
44,10,1000,74.712
44,10,1500,69.901
44,10,2000,66.318
44,10,2500,63.414
45,10,500,82.560
45,10,1000,74.740
45,10,1500,69.932
45,10,2000,66.349
45,10,2500,63.445
46,10,500,82.578
46,10,1000,74.766
46,10,1500,69.960
46,10,2000,66.379
46,10,2500,63.474
47,10,500,82.594
47,10,1000,74.791
47,10,1500,69.987
47,10,2000,66.406
47,10,2500,63.501
48,10,500,82.610
48,10,1000,74.815
48,10,1500,70.012
48,10,2000,66.432
48,10,2500,63.527
49,10,500,82.626
49,10,1000,74.838
49,10,1500,70.036
49,10,2000,66.456
49,10,2500,63.550
50,10,500,82.640
50,10,1000,74.860
50,10,1500,70.059
50,10,2000,66.479
50,10,2500,63.573
51,10,500,82.654
51,10,1000,74.880
51,10,1500,70.081
51,10,2000,66.500
51,10,2500,63.593
52,10,500,82.668
52,10,1000,74.900
52,10,1500,70.101
52,10,2000,66.520
52,10,2500,63.613
53,10,500,82.680
53,10,1000,74.919
53,10,1500,70.120
53,10,2000,66.539
53,10,2500,63.631
54,10,500,82.693
54,10,1000,74.937
54,10,1500,70.139
54,10,2000,66.557
54,10,2500,63.648
55,10,500,82.705
55,10,1000,74.954
55,10,1500,70.156
55,10,2000,66.574
55,10,2500,63.664
56,10,500,82.716
56,10,1000,74.970
56,10,1500,70.172
56,10,2000,66.589
56,10,2500,63.679
57,10,500,82.727
57,10,1000,74.985
57,10,1500,70.188
57,10,2000,66.604
57,10,2500,63.693
58,10,500,82.737
58,10,1000,75.000
58,10,1500,70.203
58,10,2000,66.618
58,10,2500,63.706
59,10,500,82.748
59,10,1000,75.014
59,10,1500,70.217
59,10,2000,66.631
59,10,2500,63.718
60,10,500,82.757
60,10,1000,75.028
60,10,1500,70.230
60,10,2000,66.643
60,10,2500,63.729
61,10,500,82.767
61,10,1000,75.041
61,10,1500,70.243
61,10,2000,66.655
61,10,2500,63.740
62,10,500,82.776
62,10,1000,75.053
62,10,1500,70.255
62,10,2000,66.666
62,10,2500,63.749
63,10,500,82.784
63,10,1000,75.065
63,10,1500,70.266
63,10,2000,66.676
63,10,2500,63.759
64,10,500,82.793
64,10,1000,75.076
64,10,1500,70.277
64,10,2000,66.686
64,10,2500,63.767
65,10,500,82.801
65,10,1000,75.087
65,10,1500,70.287
65,10,2000,66.695
65,10,2500,63.775
66,10,500,82.809
66,10,1000,75.097
66,10,1500,70.297
66,10,2000,66.703
66,10,2500,63.782
67,10,500,82.816
67,10,1000,75.107
67,10,1500,70.306
67,10,2000,66.711
67,10,2500,63.789
68,10,500,82.824
68,10,1000,75.117
68,10,1500,70.315
68,10,2000,66.719
68,10,2500,63.796
69,10,500,82.831
69,10,1000,75.126
69,10,1500,70.324
69,10,2000,66.726
69,10,2500,63.801
70,10,500,82.837
70,10,1000,75.134
70,10,1500,70.331
70,10,2000,66.732
70,10,2500,63.807
71,10,500,82.844
71,10,1000,75.142
71,10,1500,70.339
71,10,2000,66.739
71,10,2500,63.812
72,10,500,82.850
72,10,1000,75.150
72,10,1500,70.346
72,10,2000,66.744
72,10,2500,63.817
73,10,500,82.856
73,10,1000,75.158
73,10,1500,70.353
73,10,2000,66.750
73,10,2500,63.821
74,10,500,82.862
74,10,1000,75.165
74,10,1500,70.359
74,10,2000,66.755
74,10,2500,63.825
75,10,500,82.868
75,10,1000,75.172
75,10,1500,70.366
75,10,2000,66.760
75,10,2500,63.829
76,10,500,82.873
76,10,1000,75.179
76,10,1500,70.371
76,10,2000,66.764
76,10,2500,63.833
77,10,500,82.879
77,10,1000,75.185
77,10,1500,70.377
77,10,2000,66.769
77,10,2500,63.836
78,10,500,82.884
78,10,1000,75.191
78,10,1500,70.382
78,10,2000,66.773
78,10,2500,63.839
79,10,500,82.889
79,10,1000,75.197
79,10,1500,70.387
79,10,2000,66.776
79,10,2500,63.841
80,10,500,82.894
80,10,1000,75.203
80,10,1500,70.392
80,10,2000,66.780
80,10,2500,63.844
81,10,500,82.898
81,10,1000,75.208
81,10,1500,70.396
81,10,2000,66.783
81,10,2500,63.846
82,10,500,82.903
82,10,1000,75.213
82,10,1500,70.400
82,10,2000,66.786
82,10,2500,63.848
83,10,500,82.907
83,10,1000,75.218
83,10,1500,70.404
83,10,2000,66.789
83,10,2500,63.850
84,10,500,82.911
84,10,1000,75.223
84,10,1500,70.408
84,10,2000,66.792
84,10,2500,63.852
85,10,500,82.915
85,10,1000,75.227
85,10,1500,70.412
85,10,2000,66.794
85,10,2500,63.854
86,10,500,82.919
86,10,1000,75.231
86,10,1500,70.415
86,10,2000,66.797
86,10,2500,63.855
87,10,500,82.923
87,10,1000,75.236
87,10,1500,70.419
87,10,2000,66.799
87,10,2500,63.857
88,10,500,82.927
88,10,1000,75.239
88,10,1500,70.422
88,10,2000,66.801
88,10,2500,63.858
89,10,500,82.931
89,10,1000,75.243
89,10,1500,70.424
89,10,2000,66.803
89,10,2500,63.859
20,11,500,81.681
20,11,1000,73.275
20,11,1500,68.216
20,11,2000,64.508
20,11,2500,61.540
21,11,500,81.753
21,11,1000,73.402
21,11,1500,68.366
21,11,2000,64.670
21,11,2500,61.712
22,11,500,81.819
22,11,1000,73.519
22,11,1500,68.503
22,11,2000,64.818
22,11,2500,61.868
23,11,500,81.881
23,11,1000,73.626
23,11,1500,68.630
23,11,2000,64.954
23,11,2500,62.010
24,11,500,81.939
24,11,1000,73.724
24,11,1500,68.747
24,11,2000,65.078
24,11,2500,62.139
25,11,500,81.993
25,11,1000,73.815
25,11,1500,68.854
25,11,2000,65.193
25,11,2500,62.258
26,11,500,82.043
26,11,1000,73.899
26,11,1500,68.954
26,11,2000,65.299
26,11,2500,62.367
27,11,500,82.090
27,11,1000,73.977
27,11,1500,69.046
27,11,2000,65.397
27,11,2500,62.467
28,11,500,82.134
28,11,1000,74.049
28,11,1500,69.131
28,11,2000,65.488
28,11,2500,62.560
29,11,500,82.175
29,11,1000,74.117
29,11,1500,69.210
29,11,2000,65.572
29,11,2500,62.645
30,11,500,82.213
30,11,1000,74.179
30,11,1500,69.284
30,11,2000,65.650
30,11,2500,62.725
31,11,500,82.250
31,11,1000,74.238
31,11,1500,69.352
31,11,2000,65.723
31,11,2500,62.798
32,11,500,82.284
32,11,1000,74.293
32,11,1500,69.415
32,11,2000,65.790
32,11,2500,62.866
33,11,500,82.316
33,11,1000,74.344
33,11,1500,69.474
33,11,2000,65.853
33,11,2500,62.930
34,11,500,82.346
34,11,1000,74.392
34,11,1500,69.529
34,11,2000,65.911
34,11,2500,62.988
35,11,500,82.375
35,11,1000,74.437
35,11,1500,69.580
35,11,2000,65.966
35,11,2500,63.043
36,11,500,82.402
36,11,1000,74.479
36,11,1500,69.628
36,11,2000,66.016
36,11,2500,63.094
37,11,500,82.427
37,11,1000,74.519
37,11,1500,69.673
37,11,2000,66.064
37,11,2500,63.141
38,11,500,82.452
38,11,1000,74.557
38,11,1500,69.715
38,11,2000,66.107
38,11,2500,63.185
39,11,500,82.475
39,11,1000,74.592
39,11,1500,69.754
39,11,2000,66.148
39,11,2500,63.226
40,11,500,82.497
40,11,1000,74.626
40,11,1500,69.791
40,11,2000,66.187
40,11,2500,63.264
41,11,500,82.517
41,11,1000,74.658
41,11,1500,69.825
41,11,2000,66.222
41,11,2500,63.300
42,11,500,82.537
42,11,1000,74.688
42,11,1500,69.858
42,11,2000,66.256
42,11,2500,63.333
43,11,500,82.556
43,11,1000,74.716
43,11,1500,69.888
43,11,2000,66.287
43,11,2500,63.364
44,11,500,82.574
44,11,1000,74.743
44,11,1500,69.916
44,11,2000,66.316
44,11,2500,63.392
45,11,500,82.591
45,11,1000,74.768
45,11,1500,69.943
45,11,2000,66.343
45,11,2500,63.419
46,11,500,82.607
46,11,1000,74.792
46,11,1500,69.969
46,11,2000,66.368
46,11,2500,63.444
47,11,500,82.623
47,11,1000,74.815
47,11,1500,69.992
47,11,2000,66.392
47,11,2500,63.466
48,11,500,82.637
48,11,1000,74.837
48,11,1500,70.015
48,11,2000,66.414
48,11,2500,63.488
49,11,500,82.652
49,11,1000,74.857
49,11,1500,70.036
49,11,2000,66.434
49,11,2500,63.508
50,11,500,82.665
50,11,1000,74.877
50,11,1500,70.056
50,11,2000,66.454
50,11,2500,63.526
51,11,500,82.678
51,11,1000,74.895
51,11,1500,70.074
51,11,2000,66.472
51,11,2500,63.543
52,11,500,82.691
52,11,1000,74.913
52,11,1500,70.092
52,11,2000,66.488
52,11,2500,63.559
53,11,500,82.703
53,11,1000,74.930
53,11,1500,70.109
53,11,2000,66.504
53,11,2500,63.574
54,11,500,82.714
54,11,1000,74.946
54,11,1500,70.125
54,11,2000,66.519
54,11,2500,63.588
55,11,500,82.725
55,11,1000,74.961
55,11,1500,70.140
55,11,2000,66.533
55,11,2500,63.600
56,11,500,82.735
56,11,1000,74.975
56,11,1500,70.154
56,11,2000,66.546
56,11,2500,63.612
57,11,500,82.746
57,11,1000,74.989
57,11,1500,70.167
57,11,2000,66.558
57,11,2500,63.623
58,11,500,82.755
58,11,1000,75.002
58,11,1500,70.179
58,11,2000,66.569
58,11,2500,63.633
59,11,500,82.765
59,11,1000,75.015
59,11,1500,70.191
59,11,2000,66.579
59,11,2500,63.642
60,11,500,82.773
60,11,1000,75.027
60,11,1500,70.203
60,11,2000,66.589
60,11,2500,63.651
61,11,500,82.782
61,11,1000,75.038
61,11,1500,70.213
61,11,2000,66.598
61,11,2500,63.659
62,11,500,82.790
62,11,1000,75.049
62,11,1500,70.223
62,11,2000,66.607
62,11,2500,63.666
63,11,500,82.798
63,11,1000,75.059
63,11,1500,70.233
63,11,2000,66.615
63,11,2500,63.673
64,11,500,82.806
64,11,1000,75.069
64,11,1500,70.242
64,11,2000,66.622
64,11,2500,63.679
65,11,500,82.813
65,11,1000,75.078
65,11,1500,70.250
65,11,2000,66.629
65,11,2500,63.685
66,11,500,82.820
66,11,1000,75.087
66,11,1500,70.258
66,11,2000,66.636
66,11,2500,63.690
67,11,500,82.827
67,11,1000,75.095
67,11,1500,70.266
67,11,2000,66.642
67,11,2500,63.695
68,11,500,82.834
68,11,1000,75.103
68,11,1500,70.273
68,11,2000,66.648
68,11,2500,63.699
69,11,500,82.840
69,11,1000,75.111
69,11,1500,70.279
69,11,2000,66.653
69,11,2500,63.704
70,11,500,82.846
70,11,1000,75.118
70,11,1500,70.286
70,11,2000,66.658
70,11,2500,63.707
71,11,500,82.852
71,11,1000,75.125
71,11,1500,70.292
71,11,2000,66.663
71,11,2500,63.711
72,11,500,82.858
72,11,1000,75.132
72,11,1500,70.298
72,11,2000,66.667
72,11,2500,63.714
73,11,500,82.863
73,11,1000,75.138
73,11,1500,70.303
73,11,2000,66.671
73,11,2500,63.717
74,11,500,82.869
74,11,1000,75.144
74,11,1500,70.308
74,11,2000,66.674
74,11,2500,63.719
75,11,500,82.874
75,11,1000,75.150
75,11,1500,70.313
75,11,2000,66.678
75,11,2500,63.722
76,11,500,82.879
76,11,1000,75.156
76,11,1500,70.317
76,11,2000,66.681
76,11,2500,63.724
77,11,500,82.884
77,11,1000,75.161
77,11,1500,70.321
77,11,2000,66.684
77,11,2500,63.726
78,11,500,82.888
78,11,1000,75.166
78,11,1500,70.325
78,11,2000,66.687
78,11,2500,63.728
79,11,500,82.893
79,11,1000,75.171
79,11,1500,70.329
79,11,2000,66.689
79,11,2500,63.729
80,11,500,82.897
80,11,1000,75.175
80,11,1500,70.333
80,11,2000,66.692
80,11,2500,63.731
81,11,500,82.901
81,11,1000,75.180
81,11,1500,70.336
81,11,2000,66.694
81,11,2500,63.732
82,11,500,82.905
82,11,1000,75.184
82,11,1500,70.339
82,11,2000,66.696
82,11,2500,63.733
83,11,500,82.909
83,11,1000,75.188
83,11,1500,70.342
83,11,2000,66.698
83,11,2500,63.734
84,11,500,82.913
84,11,1000,75.192
84,11,1500,70.345
84,11,2000,66.699
84,11,2500,63.735
85,11,500,82.916
85,11,1000,75.195
85,11,1500,70.347
85,11,2000,66.701
85,11,2500,63.736
86,11,500,82.920
86,11,1000,75.199
86,11,1500,70.350
86,11,2000,66.702
86,11,2500,63.737
87,11,500,82.923
87,11,1000,75.202
87,11,1500,70.352
87,11,2000,66.704
87,11,2500,63.738
88,11,500,82.927
88,11,1000,75.205
88,11,1500,70.354
88,11,2000,66.705
88,11,2500,63.738
89,11,500,82.930
89,11,1000,75.208
89,11,1500,70.356
89,11,2000,66.706
89,11,2500,63.739
20,12,500,81.750
20,12,1000,73.394
20,12,1500,68.347
20,12,2000,64.641
20,12,2500,61.672
21,12,500,81.820
21,12,1000,73.515
21,12,1500,68.490
21,12,2000,64.794
21,12,2500,61.832
22,12,500,81.885
22,12,1000,73.625
22,12,1500,68.620
22,12,2000,64.933
22,12,2500,61.977
23,12,500,81.944
23,12,1000,73.726
23,12,1500,68.739
23,12,2000,65.060
23,12,2500,62.109
24,12,500,82.000
24,12,1000,73.819
24,12,1500,68.849
24,12,2000,65.176
24,12,2500,62.228
25,12,500,82.052
25,12,1000,73.905
25,12,1500,68.950
25,12,2000,65.283
25,12,2500,62.338
26,12,500,82.100
26,12,1000,73.984
26,12,1500,69.043
26,12,2000,65.382
26,12,2500,62.438
27,12,500,82.145
27,12,1000,74.057
27,12,1500,69.128
27,12,2000,65.473
27,12,2500,62.531
28,12,500,82.186
28,12,1000,74.125
28,12,1500,69.207
28,12,2000,65.556
28,12,2500,62.615
29,12,500,82.226
29,12,1000,74.187
29,12,1500,69.280
29,12,2000,65.634
29,12,2500,62.694
30,12,500,82.262
30,12,1000,74.246
30,12,1500,69.348
30,12,2000,65.705
30,12,2500,62.766
31,12,500,82.297
31,12,1000,74.300
31,12,1500,69.411
31,12,2000,65.772
31,12,2500,62.832
32,12,500,82.329
32,12,1000,74.351
32,12,1500,69.469
32,12,2000,65.833
32,12,2500,62.894
33,12,500,82.359
33,12,1000,74.399
33,12,1500,69.522
33,12,2000,65.890
33,12,2500,62.950
34,12,500,82.388
34,12,1000,74.443
34,12,1500,69.572
34,12,2000,65.942
34,12,2500,63.003
35,12,500,82.415
35,12,1000,74.485
35,12,1500,69.619
35,12,2000,65.991
35,12,2500,63.052
36,12,500,82.440
36,12,1000,74.524
36,12,1500,69.662
36,12,2000,66.036
36,12,2500,63.097
37,12,500,82.465
37,12,1000,74.561
37,12,1500,69.702
37,12,2000,66.078
37,12,2500,63.138
38,12,500,82.487
38,12,1000,74.595
38,12,1500,69.740
38,12,2000,66.117
38,12,2500,63.177
39,12,500,82.509
39,12,1000,74.628
39,12,1500,69.775
39,12,2000,66.153
39,12,2500,63.212
40,12,500,82.529
40,12,1000,74.659
40,12,1500,69.808
40,12,2000,66.186
40,12,2500,63.245
41,12,500,82.549
41,12,1000,74.688
41,12,1500,69.839
41,12,2000,66.217
41,12,2500,63.276
42,12,500,82.567
42,12,1000,74.715
42,12,1500,69.867
42,12,2000,66.246
42,12,2500,63.304
43,12,500,82.585
43,12,1000,74.741
43,12,1500,69.894
43,12,2000,66.273
43,12,2500,63.330
44,12,500,82.601
44,12,1000,74.765
44,12,1500,69.919
44,12,2000,66.298
44,12,2500,63.354
45,12,500,82.617
45,12,1000,74.788
45,12,1500,69.943
45,12,2000,66.321
45,12,2500,63.376
46,12,500,82.632
46,12,1000,74.810
46,12,1500,69.965
46,12,2000,66.342
46,12,2500,63.396
47,12,500,82.647
47,12,1000,74.830
47,12,1500,69.985
47,12,2000,66.362
47,12,2500,63.415
48,12,500,82.661
48,12,1000,74.850
48,12,1500,70.005
48,12,2000,66.381
48,12,2500,63.433
49,12,500,82.674
49,12,1000,74.868
49,12,1500,70.023
49,12,2000,66.398
49,12,2500,63.449
50,12,500,82.686
50,12,1000,74.886
50,12,1500,70.040
50,12,2000,66.414
50,12,2500,63.463
51,12,500,82.698
51,12,1000,74.902
51,12,1500,70.056
51,12,2000,66.429
51,12,2500,63.477
52,12,500,82.710
52,12,1000,74.918
52,12,1500,70.072
52,12,2000,66.442
52,12,2500,63.490
53,12,500,82.721
53,12,1000,74.933
53,12,1500,70.086
53,12,2000,66.455
53,12,2500,63.501
54,12,500,82.731
54,12,1000,74.947
54,12,1500,70.099
54,12,2000,66.467
54,12,2500,63.512
55,12,500,82.742
55,12,1000,74.960
55,12,1500,70.112
55,12,2000,66.478
55,12,2500,63.521
56,12,500,82.751
56,12,1000,74.973
56,12,1500,70.124
56,12,2000,66.488
56,12,2500,63.530
57,12,500,82.760
57,12,1000,74.985
57,12,1500,70.135
57,12,2000,66.498
57,12,2500,63.538
58,12,500,82.769
58,12,1000,74.996
58,12,1500,70.145
58,12,2000,66.507
58,12,2500,63.546
59,12,500,82.778
59,12,1000,75.007
59,12,1500,70.155
59,12,2000,66.515
59,12,2500,63.553
60,12,500,82.786
60,12,1000,75.017
60,12,1500,70.164
60,12,2000,66.522
60,12,2500,63.559
61,12,500,82.794
61,12,1000,75.027
61,12,1500,70.173
61,12,2000,66.529
61,12,2500,63.564
62,12,500,82.801
62,12,1000,75.036
62,12,1500,70.181
62,12,2000,66.536
62,12,2500,63.570
63,12,500,82.809
63,12,1000,75.045
63,12,1500,70.189
63,12,2000,66.542
63,12,2500,63.574
64,12,500,82.816
64,12,1000,75.053
64,12,1500,70.196
64,12,2000,66.548
64,12,2500,63.579
65,12,500,82.822
65,12,1000,75.061
65,12,1500,70.203
65,12,2000,66.553
65,12,2500,63.582
66,12,500,82.829
66,12,1000,75.068
66,12,1500,70.209
66,12,2000,66.557
66,12,2500,63.586
67,12,500,82.835
67,12,1000,75.076
67,12,1500,70.215
67,12,2000,66.562
67,12,2500,63.589
68,12,500,82.841
68,12,1000,75.082
68,12,1500,70.220
68,12,2000,66.566
68,12,2500,63.592
69,12,500,82.847
69,12,1000,75.089
69,12,1500,70.226
69,12,2000,66.570
69,12,2500,63.594
70,12,500,82.852
70,12,1000,75.095
70,12,1500,70.231
70,12,2000,66.573
70,12,2500,63.597
71,12,500,82.857
71,12,1000,75.101
71,12,1500,70.235
71,12,2000,66.576
71,12,2500,63.599
72,12,500,82.862
72,12,1000,75.106
72,12,1500,70.239
72,12,2000,66.579
72,12,2500,63.601
73,12,500,82.867
73,12,1000,75.111
73,12,1500,70.243
73,12,2000,66.582
73,12,2500,63.602
74,12,500,82.872
74,12,1000,75.116
74,12,1500,70.247
74,12,2000,66.584
74,12,2500,63.604
75,12,500,82.877
75,12,1000,75.121
75,12,1500,70.251
75,12,2000,66.586
75,12,2500,63.605
76,12,500,82.881
76,12,1000,75.126
76,12,1500,70.254
76,12,2000,66.588
76,12,2500,63.606
77,12,500,82.885
77,12,1000,75.130
77,12,1500,70.257
77,12,2000,66.590
77,12,2500,63.607
78,12,500,82.889
78,12,1000,75.134
