humidity,temperature,distance,sound_pressure_level
76,17,500,82.846
76,17,1000,74.883
76,17,1500,69.835
76,17,2000,66.034
76,17,2500,62.957
77,17,500,82.848
77,17,1000,74.883
77,17,1500,69.835
77,17,2000,66.034
77,17,2500,62.958
78,17,500,82.850
78,17,1000,74.884
78,17,1500,69.835
78,17,2000,66.035
78,17,2500,62.960
79,17,500,82.852
79,17,1000,74.884
79,17,1500,69.834
79,17,2000,66.035
79,17,2500,62.962
80,17,500,82.853
80,17,1000,74.885
80,17,1500,69.834
80,17,2000,66.036
80,17,2500,62.964
81,17,500,82.855
81,17,1000,74.885
81,17,1500,69.834
81,17,2000,66.036
81,17,2500,62.966
82,17,500,82.857
82,17,1000,74.885
82,17,1500,69.834
82,17,2000,66.037
82,17,2500,62.969
83,17,500,82.858
83,17,1000,74.885
83,17,1500,69.834
83,17,2000,66.038
83,17,2500,62.971
84,17,500,82.859
84,17,1000,74.886
84,17,1500,69.834
84,17,2000,66.038
84,17,2500,62.974
85,17,500,82.861
85,17,1000,74.886
85,17,1500,69.833
85,17,2000,66.039
85,17,2500,62.977
86,17,500,82.862
86,17,1000,74.886
86,17,1500,69.833
86,17,2000,66.041
86,17,2500,62.980
87,17,500,82.863
87,17,1000,74.886
87,17,1500,69.833
87,17,2000,66.042
87,17,2500,62.984
88,17,500,82.864
88,17,1000,74.886
88,17,1500,69.834
88,17,2000,66.043
88,17,2500,62.987
89,17,500,82.865
89,17,1000,74.886
89,17,1500,69.834
89,17,2000,66.044
89,17,2500,62.991
20,18,500,82.098
20,18,1000,73.905
20,18,1500,68.872
20,18,2000,65.114
20,18,2500,62.075
21,18,500,82.152
21,18,1000,73.987
21,18,1500,68.964
21,18,2000,65.210
21,18,2500,62.168
22,18,500,82.201
22,18,1000,74.061
22,18,1500,69.047
22,18,2000,65.294
22,18,2500,62.251
23,18,500,82.245
23,18,1000,74.128
23,18,1500,69.121
23,18,2000,65.370
23,18,2500,62.324
24,18,500,82.286
24,18,1000,74.188
24,18,1500,69.186
24,18,2000,65.436
24,18,2500,62.388
25,18,500,82.324
25,18,1000,74.243
25,18,1500,69.245
25,18,2000,65.496
25,18,2500,62.445
26,18,500,82.358
26,18,1000,74.293
26,18,1500,69.298
26,18,2000,65.548
26,18,2500,62.495
27,18,500,82.390
27,18,1000,74.338
27,18,1500,69.345
27,18,2000,65.595
27,18,2500,62.539
28,18,500,82.419
28,18,1000,74.379
28,18,1500,69.387
28,18,2000,65.636
28,18,2500,62.578
29,18,500,82.446
29,18,1000,74.417
29,18,1500,69.425
29,18,2000,65.673
29,18,2500,62.612
30,18,500,82.472
30,18,1000,74.452
30,18,1500,69.459
30,18,2000,65.706
30,18,2500,62.642
31,18,500,82.495
31,18,1000,74.483
31,18,1500,69.490
31,18,2000,65.734
31,18,2500,62.668
32,18,500,82.517
32,18,1000,74.512
32,18,1500,69.517
32,18,2000,65.760
32,18,2500,62.691
33,18,500,82.537
33,18,1000,74.539
33,18,1500,69.542
33,18,2000,65.782
33,18,2500,62.711
34,18,500,82.556
34,18,1000,74.563
34,18,1500,69.564
34,18,2000,65.802
34,18,2500,62.728
35,18,500,82.573
35,18,1000,74.585
35,18,1500,69.585
35,18,2000,65.819
35,18,2500,62.743
36,18,500,82.590
36,18,1000,74.606
36,18,1500,69.603
36,18,2000,65.834
36,18,2500,62.756
37,18,500,82.605
37,18,1000,74.625
37,18,1500,69.619
37,18,2000,65.847
37,18,2500,62.766
38,18,500,82.620
38,18,1000,74.642
38,18,1500,69.634
38,18,2000,65.859
38,18,2500,62.776
39,18,500,82.633
39,18,1000,74.658
39,18,1500,69.647
39,18,2000,65.869
39,18,2500,62.783
40,18,500,82.646
40,18,1000,74.673
40,18,1500,69.659
40,18,2000,65.878
40,18,2500,62.790
41,18,500,82.658
41,18,1000,74.686
41,18,1500,69.669
41,18,2000,65.885
41,18,2500,62.795
42,18,500,82.669
42,18,1000,74.698
42,18,1500,69.679
42,18,2000,65.892
42,18,2500,62.800
43,18,500,82.680
43,18,1000,74.710
43,18,1500,69.687
43,18,2000,65.897
43,18,2500,62.803
44,18,500,82.690
44,18,1000,74.720
44,18,1500,69.695
44,18,2000,65.902
44,18,2500,62.806
45,18,500,82.699
45,18,1000,74.730
45,18,1500,69.701
45,18,2000,65.906
45,18,2500,62.808
46,18,500,82.708
46,18,1000,74.738
46,18,1500,69.707
46,18,2000,65.909
46,18,2500,62.810
47,18,500,82.716
47,18,1000,74.746
47,18,1500,69.713
47,18,2000,65.912
47,18,2500,62.811
48,18,500,82.724
48,18,1000,74.754
48,18,1500,69.717
48,18,2000,65.914
48,18,2500,62.812
49,18,500,82.731
49,18,1000,74.760
49,18,1500,69.721
49,18,2000,65.916
49,18,2500,62.812
50,18,500,82.738
50,18,1000,74.766
50,18,1500,69.725
50,18,2000,65.917
50,18,2500,62.812
51,18,500,82.745
51,18,1000,74.772
51,18,1500,69.728
51,18,2000,65.918
51,18,2500,62.812
52,18,500,82.751
52,18,1000,74.777
52,18,1500,69.730
52,18,2000,65.919
52,18,2500,62.812
53,18,500,82.757
53,18,1000,74.782
53,18,1500,69.733
53,18,2000,65.919
53,18,2500,62.812
54,18,500,82.762
54,18,1000,74.786
54,18,1500,69.735
54,18,2000,65.919
54,18,2500,62.812
55,18,500,82.768
55,18,1000,74.790
55,18,1500,69.736
55,18,2000,65.919
55,18,2500,62.812
56,18,500,82.772
56,18,1000,74.793
56,18,1500,69.738
56,18,2000,65.919
56,18,2500,62.811
57,18,500,82.777
57,18,1000,74.796
57,18,1500,69.739
57,18,2000,65.919
57,18,2500,62.811
58,18,500,82.782
58,18,1000,74.799
58,18,1500,69.740
58,18,2000,65.919
58,18,2500,62.811
59,18,500,82.786
59,18,1000,74.802
59,18,1500,69.740
59,18,2000,65.918
59,18,2500,62.810
60,18,500,82.790
60,18,1000,74.804
60,18,1500,69.741
60,18,2000,65.918
60,18,2500,62.810
61,18,500,82.793
61,18,1000,74.806
61,18,1500,69.741
61,18,2000,65.917
61,18,2500,62.810
62,18,500,82.797
62,18,1000,74.808
62,18,1500,69.741
62,18,2000,65.917
62,18,2500,62.811
63,18,500,82.800
63,18,1000,74.810
63,18,1500,69.741
63,18,2000,65.917
63,18,2500,62.811
64,18,500,82.804
64,18,1000,74.811
64,18,1500,69.741
64,18,2000,65.916
64,18,2500,62.811
65,18,500,82.807
65,18,1000,74.813
65,18,1500,69.741
65,18,2000,65.916
65,18,2500,62.812
66,18,500,82.809
66,18,1000,74.814
66,18,1500,69.741
66,18,2000,65.916
66,18,2500,62.813
67,18,500,82.812
67,18,1000,74.815
67,18,1500,69.741
67,18,2000,65.915
67,18,2500,62.814
68,18,500,82.815
68,18,1000,74.816
68,18,1500,69.741
68,18,2000,65.915
68,18,2500,62.815
69,18,500,82.817
69,18,1000,74.817
69,18,1500,69.740
69,18,2000,65.915
69,18,2500,62.816
70,18,500,82.819
70,18,1000,74.817
70,18,1500,69.740
70,18,2000,65.915
70,18,2500,62.817
71,18,500,82.822
71,18,1000,74.818
71,18,1500,69.740
71,18,2000,65.915
71,18,2500,62.819
72,18,500,82.824
72,18,1000,74.818
72,18,1500,69.739
72,18,2000,65.916
72,18,2500,62.821
73,18,500,82.826
73,18,1000,74.819
73,18,1500,69.739
73,18,2000,65.916
73,18,2500,62.823
74,18,500,82.827
74,18,1000,74.819
74,18,1500,69.739
74,18,2000,65.916
74,18,2500,62.825
75,18,500,82.829
75,18,1000,74.819
75,18,1500,69.739
75,18,2000,65.917
75,18,2500,62.828
76,18,500,82.831
76,18,1000,74.820
76,18,1500,69.738
76,18,2000,65.918
76,18,2500,62.831
77,18,500,82.832
77,18,1000,74.820
77,18,1500,69.738
77,18,2000,65.918
77,18,2500,62.833
78,18,500,82.834
78,18,1000,74.820
78,18,1500,69.738
78,18,2000,65.919
78,18,2500,62.837
79,18,500,82.835
79,18,1000,74.820
79,18,1500,69.738
79,18,2000,65.920
79,18,2500,62.840
80,18,500,82.837
80,18,1000,74.820
80,18,1500,69.738
80,18,2000,65.921
80,18,2500,62.843
81,18,500,82.838
81,18,1000,74.820
81,18,1500,69.738
81,18,2000,65.923
81,18,2500,62.847
82,18,500,82.839
82,18,1000,74.820
82,18,1500,69.738
82,18,2000,65.924
82,18,2500,62.851
83,18,500,82.840
83,18,1000,74.820
83,18,1500,69.738
83,18,2000,65.926
83,18,2500,62.855
84,18,500,82.841
84,18,1000,74.820
84,18,1500,69.738
84,18,2000,65.928
84,18,2500,62.859
85,18,500,82.842
85,18,1000,74.820
85,18,1500,69.738
85,18,2000,65.929
85,18,2500,62.863
86,18,500,82.843
86,18,1000,74.820
86,18,1500,69.738
86,18,2000,65.931
86,18,2500,62.868
87,18,500,82.844
87,18,1000,74.820
87,18,1500,69.739
87,18,2000,65.933
87,18,2500,62.873
88,18,500,82.845
88,18,1000,74.820
88,18,1500,69.739
88,18,2000,65.936
88,18,2500,62.878
89,18,500,82.846
89,18,1000,74.820
89,18,1500,69.739
89,18,2000,65.938
89,18,2500,62.883
20,19,500,82.143
20,19,1000,73.956
20,19,1500,68.913
20,19,2000,65.139
20,19,2500,62.079
21,19,500,82.193
21,19,1000,74.032
21,19,1500,68.997
21,19,2000,65.224
21,19,2500,62.161
22,19,500,82.239
22,19,1000,74.100
22,19,1500,69.072
22,19,2000,65.300
22,19,2500,62.234
23,19,500,82.281
23,19,1000,74.162
23,19,1500,69.138
23,19,2000,65.366
23,19,2500,62.297
24,19,500,82.320
24,19,1000,74.217
24,19,1500,69.196
24,19,2000,65.425
24,19,2500,62.353
25,19,500,82.355
25,19,1000,74.267
25,19,1500,69.248
25,19,2000,65.476
25,19,2500,62.401
26,19,500,82.387
26,19,1000,74.312
26,19,1500,69.294
26,19,2000,65.521
26,19,2500,62.443
27,19,500,82.417
27,19,1000,74.353
27,19,1500,69.335
27,19,2000,65.561
27,19,2500,62.480
28,19,500,82.444
28,19,1000,74.390
28,19,1500,69.372
28,19,2000,65.595
28,19,2500,62.512
29,19,500,82.469
29,19,1000,74.424
29,19,1500,69.404
29,19,2000,65.626
29,19,2500,62.539
30,19,500,82.493
30,19,1000,74.455
30,19,1500,69.433
30,19,2000,65.652
30,19,2500,62.563
31,19,500,82.514
31,19,1000,74.483
31,19,1500,69.459
31,19,2000,65.675
31,19,2500,62.583
32,19,500,82.534
32,19,1000,74.508
32,19,1500,69.482
32,19,2000,65.695
32,19,2500,62.600
33,19,500,82.553
33,19,1000,74.531
33,19,1500,69.503
33,19,2000,65.713
33,19,2500,62.615
34,19,500,82.570
34,19,1000,74.553
34,19,1500,69.521
34,19,2000,65.728
34,19,2500,62.627
35,19,500,82.586
35,19,1000,74.572
35,19,1500,69.537
35,19,2000,65.741
35,19,2500,62.637
36,19,500,82.601
36,19,1000,74.590
36,19,1500,69.552
36,19,2000,65.752
36,19,2500,62.646
37,19,500,82.615
37,19,1000,74.606
37,19,1500,69.565
37,19,2000,65.761
37,19,2500,62.653
38,19,500,82.629
38,19,1000,74.620
38,19,1500,69.576
38,19,2000,65.769
38,19,2500,62.659
39,19,500,82.641
39,19,1000,74.634
39,19,1500,69.586
39,19,2000,65.776
39,19,2500,62.663
40,19,500,82.652
40,19,1000,74.646
40,19,1500,69.595
40,19,2000,65.782
40,19,2500,62.667
41,19,500,82.663
41,19,1000,74.657
41,19,1500,69.603
41,19,2000,65.787
41,19,2500,62.670
42,19,500,82.673
42,19,1000,74.667
42,19,1500,69.610
42,19,2000,65.790
42,19,2500,62.672
43,19,500,82.683
43,19,1000,74.676
43,19,1500,69.616
43,19,2000,65.793
43,19,2500,62.673
44,19,500,82.692
44,19,1000,74.685
44,19,1500,69.621
44,19,2000,65.796
44,19,2500,62.674
45,19,500,82.700
45,19,1000,74.692
45,19,1500,69.626
45,19,2000,65.798
45,19,2500,62.674
46,19,500,82.708
46,19,1000,74.699
46,19,1500,69.630
46,19,2000,65.799
46,19,2500,62.675
47,19,500,82.715
47,19,1000,74.705
47,19,1500,69.633
47,19,2000,65.800
47,19,2500,62.675
48,19,500,82.722
48,19,1000,74.711
48,19,1500,69.636
48,19,2000,65.801
48,19,2500,62.674
49,19,500,82.729
49,19,1000,74.716
49,19,1500,69.638
49,19,2000,65.801
49,19,2500,62.674
50,19,500,82.735
50,19,1000,74.721
50,19,1500,69.640
50,19,2000,65.801
50,19,2500,62.673
51,19,500,82.740
51,19,1000,74.725
51,19,1500,69.642
51,19,2000,65.801
51,19,2500,62.673
52,19,500,82.746
52,19,1000,74.728
52,19,1500,69.643
52,19,2000,65.801
52,19,2500,62.672
53,19,500,82.751
53,19,1000,74.732
53,19,1500,69.644
53,19,2000,65.800
53,19,2500,62.672
54,19,500,82.756
54,19,1000,74.735
54,19,1500,69.645
54,19,2000,65.800
54,19,2500,62.672
55,19,500,82.760
55,19,1000,74.737
55,19,1500,69.646
55,19,2000,65.799
55,19,2500,62.671
56,19,500,82.765
56,19,1000,74.740
56,19,1500,69.646
56,19,2000,65.799
56,19,2500,62.671
57,19,500,82.769
57,19,1000,74.742
57,19,1500,69.646
57,19,2000,65.798
57,19,2500,62.671
58,19,500,82.772
58,19,1000,74.744
58,19,1500,69.646
58,19,2000,65.797
58,19,2500,62.671
59,19,500,82.776
59,19,1000,74.745
59,19,1500,69.646
59,19,2000,65.797
59,19,2500,62.672
60,19,500,82.779
60,19,1000,74.747
60,19,1500,69.646
60,19,2000,65.796
60,19,2500,62.672
61,19,500,82.782
61,19,1000,74.748
61,19,1500,69.646
61,19,2000,65.796
61,19,2500,62.673
62,19,500,82.785
62,19,1000,74.749
62,19,1500,69.645
62,19,2000,65.796
62,19,2500,62.674
63,19,500,82.788
63,19,1000,74.750
63,19,1500,69.645
63,19,2000,65.795
63,19,2500,62.675
64,19,500,82.791
64,19,1000,74.751
64,19,1500,69.644
64,19,2000,65.795
64,19,2500,62.676
65,19,500,82.793
65,19,1000,74.751
65,19,1500,69.644
65,19,2000,65.795
65,19,2500,62.678
66,19,500,82.796
66,19,1000,74.752
66,19,1500,69.643
66,19,2000,65.795
66,19,2500,62.680
67,19,500,82.798
67,19,1000,74.752
67,19,1500,69.643
67,19,2000,65.795
67,19,2500,62.682
68,19,500,82.800
68,19,1000,74.752
68,19,1500,69.643
68,19,2000,65.796
68,19,2500,62.684
69,19,500,82.802
69,19,1000,74.753
69,19,1500,69.642
69,19,2000,65.796
69,19,2500,62.687
70,19,500,82.804
70,19,1000,74.753
70,19,1500,69.642
70,19,2000,65.797
70,19,2500,62.690
71,19,500,82.806
71,19,1000,74.753
71,19,1500,69.641
71,19,2000,65.797
71,19,2500,62.693
72,19,500,82.807
72,19,1000,74.753
72,19,1500,69.641
72,19,2000,65.798
72,19,2500,62.696
73,19,500,82.809
73,19,1000,74.753
73,19,1500,69.641
73,19,2000,65.799
73,19,2500,62.699
74,19,500,82.810
74,19,1000,74.753
74,19,1500,69.641
74,19,2000,65.801
74,19,2500,62.703
75,19,500,82.812
75,19,1000,74.753
75,19,1500,69.640
75,19,2000,65.802
75,19,2500,62.707
76,19,500,82.813
76,19,1000,74.753
76,19,1500,69.640
76,19,2000,65.804
76,19,2500,62.711
77,19,500,82.814
77,19,1000,74.753
77,19,1500,69.640
77,19,2000,65.805
77,19,2500,62.716
78,19,500,82.815
78,19,1000,74.753
78,19,1500,69.641
78,19,2000,65.807
78,19,2500,62.721
79,19,500,82.816
79,19,1000,74.753
79,19,1500,69.641
79,19,2000,65.809
79,19,2500,62.725
80,19,500,82.818
80,19,1000,74.753
80,19,1500,69.641
80,19,2000,65.811
80,19,2500,62.731
81,19,500,82.818
81,19,1000,74.752
81,19,1500,69.641
81,19,2000,65.814
81,19,2500,62.736
82,19,500,82.819
82,19,1000,74.752
82,19,1500,69.642
82,19,2000,65.816
82,19,2500,62.741
83,19,500,82.820
83,19,1000,74.752
83,19,1500,69.642
83,19,2000,65.819
83,19,2500,62.747
84,19,500,82.821
84,19,1000,74.752
84,19,1500,69.643
84,19,2000,65.821
84,19,2500,62.753
85,19,500,82.822
85,19,1000,74.752
85,19,1500,69.643
85,19,2000,65.824
85,19,2500,62.759
86,19,500,82.822
86,19,1000,74.752
86,19,1500,69.644
86,19,2000,65.828
86,19,2500,62.766
87,19,500,82.823
87,19,1000,74.752
87,19,1500,69.645
87,19,2000,65.831
87,19,2500,62.772
88,19,500,82.824
88,19,1000,74.752
88,19,1500,69.646
88,19,2000,65.834
88,19,2500,62.779
89,19,500,82.824
89,19,1000,74.752
89,19,1500,69.647
89,19,2000,65.838
89,19,2500,62.786
20,20,500,82.183
20,20,1000,73.998
20,20,1500,68.941
20,20,2000,65.147
20,20,2500,62.065
21,20,500,82.231
21,20,1000,74.068
21,20,1500,69.017
21,20,2000,65.223
21,20,2500,62.137
22,20,500,82.274
22,20,1000,74.130
22,20,1500,69.083
22,20,2000,65.290
22,20,2500,62.200
23,20,500,82.313
23,20,1000,74.186
23,20,1500,69.141
23,20,2000,65.347
23,20,2500,62.254
24,20,500,82.349
24,20,1000,74.236
24,20,1500,69.193
24,20,2000,65.398
24,20,2500,62.301
25,20,500,82.382
25,20,1000,74.282
25,20,1500,69.238
25,20,2000,65.441
25,20,2500,62.341
26,20,500,82.412
26,20,1000,74.322
26,20,1500,69.278
26,20,2000,65.479
26,20,2500,62.375
27,20,500,82.440
27,20,1000,74.359
27,20,1500,69.313
27,20,2000,65.511
27,20,2500,62.404
28,20,500,82.465
28,20,1000,74.392
28,20,1500,69.344
28,20,2000,65.540
28,20,2500,62.429
29,20,500,82.488
29,20,1000,74.422
29,20,1500,69.372
29,20,2000,65.564
29,20,2500,62.450
30,20,500,82.510
30,20,1000,74.449
30,20,1500,69.396
30,20,2000,65.585
30,20,2500,62.468
31,20,500,82.530
31,20,1000,74.473
31,20,1500,69.417
31,20,2000,65.602
31,20,2500,62.483
32,20,500,82.548
32,20,1000,74.496
32,20,1500,69.436
32,20,2000,65.618
32,20,2500,62.495
33,20,500,82.565
33,20,1000,74.516
33,20,1500,69.452
33,20,2000,65.630
33,20,2500,62.505
34,20,500,82.581
34,20,1000,74.534
34,20,1500,69.467
34,20,2000,65.641
34,20,2500,62.513
35,20,500,82.596
35,20,1000,74.550
35,20,1500,69.480
35,20,2000,65.650
35,20,2500,62.520
36,20,500,82.609
36,20,1000,74.565
36,20,1500,69.491
36,20,2000,65.658
36,20,2500,62.525
37,20,500,82.622
37,20,1000,74.578
37,20,1500,69.500
37,20,2000,65.664
37,20,2500,62.528
38,20,500,82.634
38,20,1000,74.591
38,20,1500,69.509
38,20,2000,65.669
38,20,2500,62.531
39,20,500,82.645
39,20,1000,74.602
39,20,1500,69.516
39,20,2000,65.673
39,20,2500,62.533
40,20,500,82.655
40,20,1000,74.611
40,20,1500,69.523
40,20,2000,65.676
40,20,2500,62.534
41,20,500,82.665
41,20,1000,74.620
41,20,1500,69.528
41,20,2000,65.678
41,20,2500,62.535
42,20,500,82.674
42,20,1000,74.628
42,20,1500,69.533
42,20,2000,65.680
42,20,2500,62.535
43,20,500,82.682
43,20,1000,74.635
43,20,1500,69.536
43,20,2000,65.681
43,20,2500,62.535
44,20,500,82.690
44,20,1000,74.642
44,20,1500,69.540
44,20,2000,65.682
44,20,2500,62.535
45,20,500,82.698
45,20,1000,74.648
45,20,1500,69.542
45,20,2000,65.682
45,20,2500,62.534
46,20,500,82.705
46,20,1000,74.653
46,20,1500,69.545
46,20,2000,65.682
46,20,2500,62.534
47,20,500,82.711
47,20,1000,74.657
47,20,1500,69.546
47,20,2000,65.682
47,20,2500,62.533
48,20,500,82.717
48,20,1000,74.661
48,20,1500,69.548
48,20,2000,65.681
48,20,2500,62.532
49,20,500,82.723
49,20,1000,74.665
49,20,1500,69.549
49,20,2000,65.681
49,20,2500,62.532
50,20,500,82.728
50,20,1000,74.668
50,20,1500,69.549
50,20,2000,65.680
50,20,2500,62.531
51,20,500,82.733
51,20,1000,74.671
51,20,1500,69.550
51,20,2000,65.679
51,20,2500,62.531
52,20,500,82.738
52,20,1000,74.674
52,20,1500,69.550
52,20,2000,65.678
52,20,2500,62.531
53,20,500,82.742
53,20,1000,74.676
53,20,1500,69.550
53,20,2000,65.678
53,20,2500,62.530
54,20,500,82.746
54,20,1000,74.678
54,20,1500,69.550
54,20,2000,65.677
54,20,2500,62.531
55,20,500,82.750
55,20,1000,74.679
55,20,1500,69.549
55,20,2000,65.676
55,20,2500,62.531
56,20,500,82.754
56,20,1000,74.681
56,20,1500,69.549
56,20,2000,65.675
56,20,2500,62.531
57,20,500,82.757
57,20,1000,74.682
57,20,1500,69.549
57,20,2000,65.675
57,20,2500,62.532
58,20,500,82.760
58,20,1000,74.683
58,20,1500,69.548
58,20,2000,65.674
58,20,2500,62.533
59,20,500,82.763
59,20,1000,74.683
59,20,1500,69.547
59,20,2000,65.674
59,20,2500,62.535
60,20,500,82.766
60,20,1000,74.684
60,20,1500,69.547
60,20,2000,65.674
60,20,2500,62.536
61,20,500,82.769
61,20,1000,74.685
61,20,1500,69.546
61,20,2000,65.674
61,20,2500,62.538
62,20,500,82.771
62,20,1000,74.685
62,20,1500,69.546
62,20,2000,65.674
62,20,2500,62.541
63,20,500,82.773
63,20,1000,74.685
63,20,1500,69.545
63,20,2000,65.674
63,20,2500,62.543
64,20,500,82.776
64,20,1000,74.685
64,20,1500,69.544
64,20,2000,65.674
64,20,2500,62.546
65,20,500,82.778
65,20,1000,74.686
65,20,1500,69.544
65,20,2000,65.675
65,20,2500,62.549
66,20,500,82.779
66,20,1000,74.686
66,20,1500,69.543
66,20,2000,65.676
66,20,2500,62.552
67,20,500,82.781
67,20,1000,74.686
67,20,1500,69.543
67,20,2000,65.677
67,20,2500,62.556
68,20,500,82.783
68,20,1000,74.686
68,20,1500,69.543
68,20,2000,65.678
68,20,2500,62.560
69,20,500,82.784
69,20,1000,74.685
69,20,1500,69.542
69,20,2000,65.679
69,20,2500,62.564
70,20,500,82.786
70,20,1000,74.685
70,20,1500,69.542
70,20,2000,65.681
70,20,2500,62.569
71,20,500,82.787
71,20,1000,74.685
71,20,1500,69.542
71,20,2000,65.682
71,20,2500,62.573
72,20,500,82.789
72,20,1000,74.685
72,20,1500,69.542
72,20,2000,65.684
72,20,2500,62.578
73,20,500,82.790
73,20,1000,74.685
73,20,1500,69.542
73,20,2000,65.686
73,20,2500,62.584
74,20,500,82.791
74,20,1000,74.684
74,20,1500,69.542
74,20,2000,65.689
74,20,2500,62.589
75,20,500,82.792
75,20,1000,74.684
75,20,1500,69.543
75,20,2000,65.691
75,20,2500,62.595
76,20,500,82.793
76,20,1000,74.684
76,20,1500,69.543
76,20,2000,65.694
76,20,2500,62.601
77,20,500,82.794
77,20,1000,74.684
77,20,1500,69.543
77,20,2000,65.697
77,20,2500,62.608
78,20,500,82.795
78,20,1000,74.684
78,20,1500,69.544
78,20,2000,65.700
78,20,2500,62.614
79,20,500,82.796
79,20,1000,74.683
79,20,1500,69.545
79,20,2000,65.703
79,20,2500,62.621
80,20,500,82.796
80,20,1000,74.683
80,20,1500,69.545
80,20,2000,65.707
80,20,2500,62.628
81,20,500,82.797
81,20,1000,74.683
81,20,1500,69.546
81,20,2000,65.710
81,20,2500,62.635
82,20,500,82.798
82,20,1000,74.683
82,20,1500,69.547
82,20,2000,65.714
82,20,2500,62.643
83,20,500,82.798
83,20,1000,74.683
83,20,1500,69.548
83,20,2000,65.718
83,20,2500,62.650
84,20,500,82.799
84,20,1000,74.683
84,20,1500,69.550
84,20,2000,65.722
84,20,2500,62.658
85,20,500,82.799
85,20,1000,74.683
85,20,1500,69.551
85,20,2000,65.726
85,20,2500,62.666
86,20,500,82.800
86,20,1000,74.683
86,20,1500,69.552
86,20,2000,65.731
86,20,2500,62.674
87,20,500,82.800
87,20,1000,74.683
87,20,1500,69.554
87,20,2000,65.735
87,20,2500,62.683
88,20,500,82.801
88,20,1000,74.683
88,20,1500,69.556
88,20,2000,65.740
88,20,2500,62.691
89,20,500,82.801
89,20,1000,74.683
89,20,1500,69.557
89,20,2000,65.745
89,20,2500,62.700
20,21,500,82.219
20,21,1000,74.031
20,21,1500,68.955
20,21,2000,65.140
20,21,2500,62.033
21,21,500,82.264
21,21,1000,74.095
21,21,1500,69.023
21,21,2000,65.207
21,21,2500,62.096
22,21,500,82.304
22,21,1000,74.151
22,21,1500,69.081
22,21,2000,65.264
22,21,2500,62.149
23,21,500,82.341
23,21,1000,74.202
23,21,1500,69.132
23,21,2000,65.313
23,21,2500,62.194
24,21,500,82.375
24,21,1000,74.247
24,21,1500,69.177
24,21,2000,65.355
24,21,2500,62.232
25,21,500,82.405
25,21,1000,74.287
25,21,1500,69.215
25,21,2000,65.391
25,21,2500,62.264
26,21,500,82.433
26,21,1000,74.324
26,21,1500,69.249
26,21,2000,65.422
26,21,2500,62.291
27,21,500,82.458
27,21,1000,74.356
27,21,1500,69.279
27,21,2000,65.448
27,21,2500,62.313
28,21,500,82.482
28,21,1000,74.385
28,21,1500,69.305
28,21,2000,65.470
28,21,2500,62.332
29,21,500,82.503
29,21,1000,74.411
29,21,1500,69.327
29,21,2000,65.488
29,21,2500,62.347
30,21,500,82.523
30,21,1000,74.435
30,21,1500,69.347
30,21,2000,65.504
30,21,2500,62.360
31,21,500,82.541
31,21,1000,74.456
31,21,1500,69.364
31,21,2000,65.517
31,21,2500,62.369
32,21,500,82.558
32,21,1000,74.475
32,21,1500,69.378
32,21,2000,65.528
32,21,2500,62.377
33,21,500,82.574
33,21,1000,74.492
33,21,1500,69.391
33,21,2000,65.536
33,21,2500,62.383
34,21,500,82.588
34,21,1000,74.507
34,21,1500,69.402
34,21,2000,65.543
34,21,2500,62.388
35,21,500,82.601
35,21,1000,74.520
35,21,1500,69.412
35,21,2000,65.549
35,21,2500,62.391
36,21,500,82.614
36,21,1000,74.532
36,21,1500,69.420
36,21,2000,65.553
36,21,2500,62.393
37,21,500,82.625
37,21,1000,74.543
37,21,1500,69.427
37,21,2000,65.556
37,21,2500,62.394
38,21,500,82.636
38,21,1000,74.553
38,21,1500,69.432
38,21,2000,65.559
38,21,2500,62.395
39,21,500,82.646
39,21,1000,74.562
39,21,1500,69.437
39,21,2000,65.560
39,21,2500,62.395
40,21,500,82.655
40,21,1000,74.569
40,21,1500,69.441
40,21,2000,65.561
40,21,2500,62.395
41,21,500,82.663
41,21,1000,74.576
41,21,1500,69.444
41,21,2000,65.562
41,21,2500,62.394
42,21,500,82.671
42,21,1000,74.582
42,21,1500,69.447
42,21,2000,65.562
42,21,2500,62.393
43,21,500,82.679
43,21,1000,74.588
43,21,1500,69.449
43,21,2000,65.561
43,21,2500,62.392
44,21,500,82.686
44,21,1000,74.592
44,21,1500,69.450
44,21,2000,65.561
44,21,2500,62.391
45,21,500,82.692
45,21,1000,74.596
45,21,1500,69.452
45,21,2000,65.560
45,21,2500,62.391
46,21,500,82.698
46,21,1000,74.600
46,21,1500,69.452
46,21,2000,65.559
46,21,2500,62.390
47,21,500,82.704
47,21,1000,74.603
47,21,1500,69.453
47,21,2000,65.558
47,21,2500,62.389
48,21,500,82.709
48,21,1000,74.606
48,21,1500,69.453
48,21,2000,65.557
48,21,2500,62.389
49,21,500,82.714
49,21,1000,74.608
49,21,1500,69.453
49,21,2000,65.556
49,21,2500,62.388
50,21,500,82.718
50,21,1000,74.610
50,21,1500,69.452
50,21,2000,65.555
50,21,2500,62.388
51,21,500,82.723
51,21,1000,74.612
51,21,1500,69.452
51,21,2000,65.554
51,21,2500,62.389
52,21,500,82.727
52,21,1000,74.613
52,21,1500,69.451
52,21,2000,65.553
52,21,2500,62.389
53,21,500,82.730
53,21,1000,74.614
53,21,1500,69.451
53,21,2000,65.552
53,21,2500,62.390
54,21,500,82.734
54,21,1000,74.615
54,21,1500,69.450
54,21,2000,65.552
